arterial_heavy_duty_vehicles,arterial_light_trucks,arterials_passenger_cars,local_streets_passenger_cars,local_streets_heavy_duty_vehicles,local_streets_light_trucks
0.058,0.283,0.659,0.03,0.291,0.679
